,player_name,player_short_name,player_id,player_birthdate,team_name,team_id,match_name,match_id,match_date,competition_name,competition_id,season_name,season_id,competition_edition_id,position,position_group,minutes_full_all,physical_check_passed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,psv99,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr,timetohsrpostcod,explacceltosprint_count_full_all,timetosprint,timetosprintpostcod,cod_count_full_all,timeto505around90,timeto505around180
0,Nilson Evair Loyola Morales,N. Loyola,11859,1994-10-26,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Sporting Cristal,2032496,2025-09-21,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,98.27,True,9954.0,101.3,1271.0,570.0,54.0,161.0,10.0,731.0,64.0,29.3,116.0,5.0,100.0,18.0,3.0,0.8,0.8,0.0,,,32.0,2.03,
1,Nilson Evair Loyola Morales,N. Loyola,11859,1994-10-26,ADC Juan Pablo II College,4582,Ayacucho FC v ADC Juan Pablo II College,2033040,2025-09-25,PER - Primera Division,139,2025/2025,128,1089,LWB,Full Back,32.67,True,3163.0,96.83,383.0,204.0,16.0,96.0,3.0,300.0,19.0,27.1,34.0,2.0,27.0,6.0,0.0,,,0.0,,,5.0,2.72,3.11
2,Nilson Evair Loyola Morales,N. Loyola,11859,1994-10-26,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Asociación Deportiva Tarma,2034481,2025-09-30,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,98.67,True,9798.0,99.3,1245.0,530.0,46.0,167.0,7.0,697.0,53.0,27.6,112.0,7.0,97.0,20.0,6.0,0.69,0.69,0.0,,,36.0,2.42,2.98
3,Nilson Evair Loyola Morales,N. Loyola,11859,1994-10-26,ADC Juan Pablo II College,4582,Club Universitario de Deportes v ADC Juan Pablo II College,2036762,2025-10-05,PER - Primera Division,139,2025/2025,128,1089,LWB,Full Back,47.08,True,5773.0,122.61,791.0,322.0,30.0,97.0,3.0,419.0,33.0,28.5,48.0,3.0,35.0,10.0,0.0,,,0.0,,,25.0,2.25,3.37
4,Nilson Evair Loyola Morales,N. Loyola,11859,1994-10-26,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Comerciantes Unidos,2038400,2025-10-24,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,83.83,True,8549.0,101.98,1127.0,426.0,41.0,95.0,4.0,521.0,45.0,28.5,100.0,8.0,81.0,21.0,7.0,0.77,1.02,2.0,1.37,,22.0,2.87,2.65
5,Nilson Evair Loyola Morales,N. Loyola,11859,1994-10-26,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Atlético Grau,2041499,2025-11-08,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,96.25,True,8591.0,89.26,981.0,492.0,44.0,124.0,9.0,616.0,53.0,27.1,105.0,5.0,82.0,17.0,5.0,0.84,0.84,2.0,1.63,1.63,31.0,2.32,3.07
6,Nilson Evair Loyola Morales,N. Loyola,11859,1994-10-26,ADC Juan Pablo II College,4582,Club Social Deportivo Alianza Universidad v ADC Juan Pablo II College,2044987,2025-11-23,PER - Primera Division,139,2025/2025,128,1089,LWB,Full Back,48.18,True,4870.0,101.07,652.0,193.0,22.0,71.0,3.0,264.0,25.0,30.5,57.0,3.0,55.0,7.0,2.0,0.73,,2.0,1.38,,16.0,2.59,2.95
7,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,Club Alianza Lima v ADC Juan Pablo II College,2006699,2025-02-22,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,100.47,True,9803.0,97.57,1301.0,680.0,65.0,231.0,15.0,911.0,80.0,28.6,93.0,6.0,73.0,21.0,4.0,0.72,,2.0,2.04,,38.0,2.11,3.51
8,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,Sport Boys Association v ADC Juan Pablo II College,2006770,2025-02-09,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,78.05,True,8430.0,108.01,1147.0,624.0,50.0,171.0,10.0,795.0,60.0,28.4,92.0,7.0,73.0,18.0,6.0,0.76,0.76,1.0,1.83,,30.0,2.21,2.75
9,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,Deportivo Binacional v ADC Juan Pablo II College,2006883,2025-03-10,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,75.27,True,7058.0,93.77,731.0,447.0,38.0,95.0,9.0,542.0,47.0,27.1,63.0,5.0,56.0,11.0,5.0,0.91,0.91,2.0,1.47,1.47,26.0,1.86,3.1
10,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CCyD Universidad Técnica de Cajamarca,2009946,2025-03-30,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,36.27,True,3764.0,103.79,489.0,271.0,28.0,103.0,5.0,374.0,33.0,29.5,45.0,3.0,36.0,7.0,2.0,0.85,0.85,0.0,,,14.0,3.04,
11,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Alianza Atlético Sullana,2011683,2025-04-12,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,87.18,True,8526.0,97.79,889.0,564.0,62.0,229.0,15.0,793.0,77.0,30.1,88.0,9.0,65.0,27.0,8.0,0.66,,4.0,1.42,,27.0,2.43,
12,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,Sporting Cristal v ADC Juan Pablo II College,2014093,2025-04-28,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,92.22,True,9212.0,99.9,1300.0,694.0,69.0,280.0,15.0,974.0,84.0,29.6,90.0,7.0,75.0,19.0,6.0,0.67,,1.0,1.52,,36.0,2.15,
13,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Ayacucho FC,2015261,2025-05-03,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,98.63,True,9382.0,95.12,1142.0,623.0,71.0,229.0,17.0,852.0,88.0,31.7,101.0,12.0,94.0,15.0,11.0,0.66,0.66,2.0,1.63,,42.0,2.1,
14,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,Asociación Deportiva Tarma v ADC Juan Pablo II College,2016925,2025-05-11,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,34.77,True,3036.0,87.33,325.0,189.0,25.0,96.0,5.0,285.0,30.0,31.1,34.0,4.0,29.0,9.0,3.0,0.67,0.79,0.0,,,11.0,,
15,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Universitario de Deportes,2017761,2025-05-18,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,84.83,True,8906.0,104.98,1256.0,573.0,69.0,338.0,17.0,911.0,86.0,30.1,91.0,9.0,67.0,21.0,6.0,0.81,,3.0,1.62,,51.0,2.02,
16,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,Club Deportivo Garcilaso v ADC Juan Pablo II College,2018679,2025-05-25,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,32.3,True,3002.0,92.94,412.0,187.0,19.0,86.0,4.0,273.0,23.0,29.6,36.0,3.0,25.0,9.0,3.0,0.77,0.8,0.0,,,13.0,3.01,
17,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Los Chankas CYC,2020875,2025-06-14,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,76.43,True,7871.0,102.98,990.0,434.0,53.0,241.0,11.0,675.0,64.0,29.9,91.0,8.0,69.0,19.0,3.0,0.76,0.76,2.0,1.49,1.49,29.0,2.48,2.84
18,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,CD Comerciantes Unidos v ADC Juan Pablo II College,2021577,2025-06-22,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,77.28,True,7653.0,99.03,847.0,571.0,55.0,223.0,14.0,794.0,69.0,30.0,85.0,7.0,68.0,19.0,7.0,0.82,0.89,4.0,1.34,,32.0,2.54,
19,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Cienciano,2021805,2025-06-27,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,98.37,True,9674.0,98.35,1261.0,445.0,48.0,245.0,11.0,690.0,59.0,30.6,102.0,8.0,84.0,13.0,5.0,0.81,,3.0,2.33,,30.0,2.08,
20,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Sport Boys Association,2022873,2025-07-20,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,72.92,True,7035.0,96.48,804.0,428.0,46.0,162.0,9.0,590.0,55.0,28.3,67.0,9.0,62.0,12.0,8.0,0.73,0.85,3.0,1.7,1.7,34.0,,2.99
21,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,CD Sport Huancayo v ADC Juan Pablo II College,2023998,2025-07-25,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,75.52,True,7303.0,96.71,714.0,293.0,37.0,128.0,9.0,421.0,46.0,29.9,80.0,6.0,63.0,15.0,6.0,0.92,0.92,6.0,1.59,1.59,25.0,2.81,3.03
22,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Alianza Lima,2024595,2025-08-01,PER - Primera Division,139,2025/2025,128,1089,AM,Midfield,100.5,True,10655.0,106.02,1516.0,652.0,67.0,178.0,14.0,830.0,81.0,27.2,97.0,12.0,87.0,19.0,5.0,0.82,0.82,2.0,1.55,,44.0,2.13,3.18
23,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,FBC Melgar v ADC Juan Pablo II College,2025375,2025-08-05,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,78.88,True,8000.0,101.42,992.0,522.0,49.0,147.0,9.0,669.0,58.0,28.2,75.0,9.0,62.0,16.0,6.0,0.75,0.75,0.0,,,31.0,2.1,3.08
24,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Deportivo Binacional,2026684,2025-08-10,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,95.55,True,10043.0,105.11,1365.0,630.0,63.0,260.0,15.0,890.0,78.0,29.3,99.0,7.0,88.0,18.0,4.0,0.69,,0.0,,,32.0,2.25,
25,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Sport Huancayo,2027544,2025-02-16,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,74.27,True,7246.0,97.57,1094.0,452.0,47.0,104.0,7.0,556.0,54.0,27.3,76.0,5.0,66.0,10.0,5.0,0.76,1.06,3.0,1.29,,37.0,2.04,
26,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Sporting Cristal,2032496,2025-09-21,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,98.27,True,9845.0,100.19,1110.0,642.0,74.0,300.0,19.0,942.0,93.0,29.5,99.0,10.0,74.0,21.0,10.0,0.77,0.86,6.0,1.32,,36.0,1.92,
27,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,Ayacucho FC v ADC Juan Pablo II College,2033040,2025-09-25,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,65.47,True,6328.0,96.66,723.0,375.0,43.0,118.0,10.0,493.0,53.0,27.7,61.0,6.0,50.0,14.0,5.0,0.77,0.82,4.0,1.38,1.38,18.0,2.24,2.61
28,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Asociación Deportiva Tarma,2034481,2025-09-30,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,98.67,True,10055.0,101.91,1148.0,556.0,65.0,283.0,18.0,839.0,83.0,29.8,81.0,9.0,73.0,17.0,6.0,0.72,0.72,2.0,1.53,1.57,46.0,2.0,2.87
29,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Deportivo Garcilaso,2036255,2025-10-13,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,68.32,True,7017.0,102.71,694.0,428.0,47.0,222.0,10.0,650.0,57.0,30.2,62.0,6.0,52.0,14.0,0.0,,,0.0,,,18.0,2.2,
30,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,Club Universitario de Deportes v ADC Juan Pablo II College,2036762,2025-10-05,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,33.45,True,4356.0,130.22,836.0,281.0,21.0,95.0,4.0,376.0,25.0,27.0,40.0,3.0,41.0,6.0,2.0,1.2,2.29,0.0,,,14.0,1.82,
31,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Comerciantes Unidos,2038400,2025-10-24,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,29.42,True,2959.0,100.59,392.0,153.0,16.0,21.0,1.0,174.0,17.0,29.3,29.0,3.0,25.0,6.0,3.0,1.01,,2.0,1.66,,12.0,3.11,
32,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Atlético Grau,2041499,2025-11-08,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,28.77,True,2924.0,101.65,468.0,189.0,20.0,97.0,5.0,286.0,25.0,27.5,32.0,2.0,21.0,7.0,1.0,0.95,,0.0,,,12.0,1.9,
33,Emiliano Agustín Villar Vidal,E. Villar,38135,1999-10-21,ADC Juan Pablo II College,4582,Club Social Deportivo Alianza Universidad v ADC Juan Pablo II College,2044987,2025-11-23,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,51.32,True,4826.0,94.04,542.0,282.0,31.0,92.0,6.0,374.0,37.0,28.0,47.0,5.0,39.0,11.0,5.0,0.74,,0.0,,,17.0,2.81,
34,Iván Diego Santillán Atoche,I. Santillán,38687,1991-05-06,ADC Juan Pablo II College,4582,Club Alianza Lima v ADC Juan Pablo II College,2006699,2025-02-22,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,100.47,True,10063.0,100.16,1275.0,569.0,46.0,76.0,5.0,645.0,51.0,26.4,97.0,4.0,76.0,18.0,4.0,0.72,,0.0,,,21.0,2.77,2.94
35,Iván Diego Santillán Atoche,I. Santillán,38687,1991-05-06,ADC Juan Pablo II College,4582,Sport Boys Association v ADC Juan Pablo II College,2006770,2025-02-09,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,78.05,True,7998.0,102.47,829.0,428.0,41.0,73.0,6.0,501.0,47.0,26.9,82.0,5.0,76.0,13.0,2.0,1.15,,0.0,,,19.0,,
36,Iván Diego Santillán Atoche,I. Santillán,38687,1991-05-06,ADC Juan Pablo II College,4582,Deportivo Binacional v ADC Juan Pablo II College,2006883,2025-03-10,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,96.45,True,8885.0,92.12,877.0,393.0,29.0,56.0,4.0,449.0,33.0,25.7,86.0,4.0,74.0,12.0,4.0,0.88,,0.0,,,16.0,2.58,
37,Iván Diego Santillán Atoche,I. Santillán,38687,1991-05-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CCyD Universidad Técnica de Cajamarca,2009946,2025-03-30,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,85.82,True,8100.0,94.39,1021.0,406.0,38.0,77.0,6.0,483.0,44.0,27.0,90.0,7.0,74.0,16.0,7.0,1.03,1.03,0.0,,,24.0,2.39,3.15
38,Iván Diego Santillán Atoche,I. Santillán,38687,1991-05-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Alianza Atlético Sullana,2011683,2025-04-12,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,97.37,True,9528.0,97.86,885.0,301.0,27.0,56.0,2.0,357.0,29.0,26.5,93.0,5.0,79.0,13.0,2.0,1.27,,0.0,,,21.0,2.23,3.04
39,Iván Diego Santillán Atoche,I. Santillán,38687,1991-05-06,ADC Juan Pablo II College,4582,Sporting Cristal v ADC Juan Pablo II College,2014093,2025-04-28,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,71.9,True,7062.0,98.22,786.0,315.0,30.0,56.0,4.0,371.0,34.0,26.4,71.0,3.0,52.0,9.0,0.0,,,0.0,,,14.0,2.15,
40,Iván Diego Santillán Atoche,I. Santillán,38687,1991-05-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Ayacucho FC,2015261,2025-05-03,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,98.63,True,9646.0,97.8,1308.0,404.0,40.0,45.0,4.0,449.0,44.0,25.3,102.0,6.0,89.0,14.0,0.0,,,0.0,,,26.0,2.25,
41,Iván Diego Santillán Atoche,I. Santillán,38687,1991-05-06,ADC Juan Pablo II College,4582,Asociación Deportiva Tarma v ADC Juan Pablo II College,2016925,2025-05-11,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,74.42,True,6756.0,90.79,581.0,130.0,13.0,24.0,3.0,154.0,16.0,25.8,71.0,4.0,66.0,8.0,4.0,0.86,0.86,4.0,1.91,1.91,15.0,2.38,
42,Iván Diego Santillán Atoche,I. Santillán,38687,1991-05-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Universitario de Deportes,2017761,2025-05-18,PER - Primera Division,139,2025/2025,128,1089,LW,Wide Attacker,8.03,True,1011.0,125.85,171.0,94.0,7.0,38.0,1.0,132.0,8.0,26.0,14.0,1.0,9.0,4.0,0.0,,,0.0,,,6.0,,3.0
43,Iván Diego Santillán Atoche,I. Santillán,38687,1991-05-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Los Chankas CYC,2020875,2025-06-14,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,87.1,True,8131.0,93.35,883.0,199.0,21.0,28.0,3.0,227.0,24.0,25.4,92.0,5.0,83.0,13.0,2.0,0.78,0.78,0.0,,,23.0,2.42,3.13
44,Iván Diego Santillán Atoche,I. Santillán,38687,1991-05-06,ADC Juan Pablo II College,4582,CD Comerciantes Unidos v ADC Juan Pablo II College,2021577,2025-06-22,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,48.05,True,4346.0,90.45,524.0,195.0,18.0,31.0,3.0,226.0,21.0,26.0,46.0,4.0,39.0,9.0,4.0,0.81,0.81,0.0,,,9.0,2.66,2.67
45,Iván Diego Santillán Atoche,I. Santillán,38687,1991-05-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Cienciano,2021805,2025-06-27,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,45.43,True,4553.0,100.21,453.0,260.0,23.0,62.0,5.0,322.0,28.0,27.6,50.0,3.0,38.0,11.0,0.0,,,0.0,,,11.0,2.26,
46,Iván Diego Santillán Atoche,I. Santillán,38687,1991-05-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Social Deportivo Alianza Universidad,2022468,2025-07-13,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,86.15,True,7954.0,92.33,922.0,339.0,30.0,96.0,6.0,435.0,36.0,26.1,82.0,4.0,71.0,8.0,2.0,0.82,,0.0,,,14.0,3.16,
47,Iván Diego Santillán Atoche,I. Santillán,38687,1991-05-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Sport Huancayo,2027544,2025-02-16,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,106.4,True,10052.0,94.47,1207.0,371.0,37.0,50.0,4.0,421.0,41.0,25.3,121.0,8.0,102.0,19.0,5.0,0.94,1.08,0.0,,,39.0,2.02,3.43
48,Michael Ademir Rasmussen Grados,M. Rasmussen,38930,1999-08-14,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Sporting Cristal,2032496,2025-09-21,PER - Primera Division,139,2025/2025,128,1089,RM,Midfield,74.83,True,8014.0,107.09,1070.0,371.0,43.0,80.0,4.0,451.0,47.0,28.4,70.0,4.0,66.0,11.0,3.0,0.8,,1.0,1.39,,17.0,,2.85
49,Michael Ademir Rasmussen Grados,M. Rasmussen,38930,1999-08-14,ADC Juan Pablo II College,4582,Ayacucho FC v ADC Juan Pablo II College,2033040,2025-09-25,PER - Primera Division,139,2025/2025,128,1089,LW,Wide Attacker,65.47,True,6635.0,101.35,779.0,401.0,40.0,163.0,6.0,564.0,46.0,27.9,56.0,4.0,46.0,11.0,3.0,0.73,0.73,1.0,1.64,,14.0,1.85,
50,Michael Ademir Rasmussen Grados,M. Rasmussen,38930,1999-08-14,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Asociación Deportiva Tarma,2034481,2025-09-30,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,10.12,True,1454.0,143.72,242.0,82.0,11.0,9.0,1.0,91.0,12.0,26.8,13.0,2.0,14.0,3.0,2.0,1.61,,0.0,,,7.0,,
51,Michael Ademir Rasmussen Grados,M. Rasmussen,38930,1999-08-14,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Deportivo Garcilaso,2036255,2025-10-13,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,33.47,True,3524.0,105.3,478.0,192.0,15.0,26.0,1.0,218.0,16.0,26.8,35.0,2.0,28.0,5.0,0.0,,,0.0,,,9.0,,
52,Michael Ademir Rasmussen Grados,M. Rasmussen,38930,1999-08-14,ADC Juan Pablo II College,4582,CD Los Chankas CYC v ADC Juan Pablo II College,2036909,2025-10-18,PER - Primera Division,139,2025/2025,128,1089,LW,Wide Attacker,18.18,True,1527.0,83.98,222.0,75.0,8.0,26.0,2.0,101.0,10.0,27.0,19.0,0.0,16.0,1.0,0.0,,,0.0,,,5.0,2.42,
53,Michael Ademir Rasmussen Grados,M. Rasmussen,38930,1999-08-14,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Comerciantes Unidos,2038400,2025-10-24,PER - Primera Division,139,2025/2025,128,1089,LM,Midfield,41.18,True,4688.0,113.83,911.0,211.0,22.0,24.0,2.0,235.0,24.0,25.4,50.0,2.0,35.0,9.0,1.0,0.63,,0.0,,,19.0,2.33,3.08
54,Michael Ademir Rasmussen Grados,M. Rasmussen,38930,1999-08-14,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Atlético Grau,2041499,2025-11-08,PER - Primera Division,139,2025/2025,128,1089,LW,Wide Attacker,20.53,True,2036.0,99.16,263.0,154.0,14.0,70.0,2.0,224.0,16.0,30.7,21.0,2.0,19.0,3.0,2.0,0.7,0.96,1.0,2.32,2.32,10.0,2.42,2.95
55,Michael Ademir Rasmussen Grados,M. Rasmussen,38930,1999-08-14,ADC Juan Pablo II College,4582,Club Social Deportivo Alianza Universidad v ADC Juan Pablo II College,2044987,2025-11-23,PER - Primera Division,139,2025/2025,128,1089,RWB,Full Back,48.18,True,5048.0,104.77,634.0,304.0,27.0,32.0,4.0,336.0,31.0,26.6,60.0,3.0,54.0,7.0,3.0,1.08,1.08,0.0,,,12.0,,3.13
56,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,Club Alianza Lima v ADC Juan Pablo II College,2006699,2025-02-22,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,100.47,True,10088.0,100.41,1252.0,551.0,55.0,268.0,13.0,819.0,68.0,29.7,105.0,6.0,81.0,20.0,4.0,0.62,0.62,2.0,1.44,1.44,27.0,2.05,2.72
57,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,Deportivo Binacional v ADC Juan Pablo II College,2006883,2025-03-10,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,96.45,True,8876.0,92.03,902.0,300.0,32.0,57.0,5.0,357.0,37.0,26.8,95.0,9.0,79.0,16.0,7.0,0.7,0.84,3.0,1.2,1.61,26.0,2.28,3.19
58,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CCyD Universidad Técnica de Cajamarca,2009946,2025-03-30,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,98.45,True,9316.0,94.63,1124.0,425.0,46.0,158.0,9.0,583.0,55.0,30.2,102.0,7.0,83.0,19.0,4.0,0.83,0.83,4.0,1.45,1.45,27.0,2.43,2.49
59,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Alianza Atlético Sullana,2011683,2025-04-12,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,97.37,True,9287.0,95.38,905.0,322.0,34.0,105.0,7.0,427.0,41.0,27.7,104.0,9.0,93.0,15.0,5.0,0.68,0.73,1.0,1.75,1.75,27.0,2.48,2.84
60,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,Sporting Cristal v ADC Juan Pablo II College,2014093,2025-04-28,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,104.37,True,10986.0,105.26,1494.0,647.0,53.0,200.0,8.0,847.0,61.0,28.7,103.0,9.0,86.0,15.0,7.0,0.71,0.73,2.0,1.37,,20.0,2.76,
61,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Ayacucho FC,2015261,2025-05-03,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,98.63,True,9582.0,97.15,1282.0,398.0,36.0,65.0,5.0,463.0,41.0,26.4,113.0,6.0,82.0,18.0,3.0,0.85,,0.0,,,22.0,2.83,
62,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,Asociación Deportiva Tarma v ADC Juan Pablo II College,2016925,2025-05-11,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,44.22,True,4340.0,98.15,349.0,200.0,27.0,84.0,6.0,284.0,33.0,30.0,57.0,4.0,46.0,12.0,4.0,0.69,0.69,0.0,,,20.0,2.52,3.23
63,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Los Chankas CYC,2020875,2025-06-14,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,96.07,True,9513.0,99.02,1075.0,435.0,49.0,248.0,12.0,683.0,61.0,31.9,111.0,7.0,97.0,18.0,7.0,0.7,0.7,4.0,1.52,,21.0,2.34,3.15
64,Jorge Jair Toledo Bravo,J. Toledo,39028,1996-06-22,ADC Juan Pablo II College,4582,CD Comerciantes Unidos v ADC Juan Pablo II College,2021577,2025-06-22,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,96.13,True,9388.0,97.66,1130.0,426.0,52.0,116.0,10.0,542.0,62.0,27.6,111.0,9.0,91.0,19.0,3.0,0.69,0.8,0.0,,,32.0,2.81,2.68
