,player_name,player_short_name,player_id,player_birthdate,team_name,team_id,match_name,match_id,match_date,competition_name,competition_id,season_name,season_id,competition_edition_id,position,position_group,minutes_full_all,physical_check_passed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,psv99,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr,timetohsrpostcod,explacceltosprint_count_full_all,timetosprint,timetosprintpostcod,cod_count_full_all,timeto505around90,timeto505around180
385,Adriano Espinoza,Adriano Espinoza,1002384,2005-01-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CCyD Universidad Técnica de Cajamarca,2009946,2025-03-30,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,12.63,True,1492.0,118.1,203.0,35.0,6.0,20.0,1.0,55.0,7.0,29.2,21.0,2.0,14.0,4.0,0.0,,,0.0,,,5.0,2.99,
386,Adriano Espinoza,Adriano Espinoza,1002384,2005-01-01,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Alianza Atlético Sullana,2011683,2025-04-12,PER - Primera Division,139,2025/2025,128,1089,LW,Wide Attacker,21.38,True,2472.0,115.6,356.0,106.0,9.0,98.0,1.0,204.0,10.0,33.5,26.0,1.0,18.0,4.0,0.0,,,0.0,,,8.0,,
387,Adriano Espinoza,Adriano Espinoza,1002384,2005-01-01,ADC Juan Pablo II College,4582,Sporting Cristal v ADC Juan Pablo II College,2014093,2025-04-28,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,32.47,True,3484.0,107.31,576.0,235.0,20.0,35.0,3.0,270.0,23.0,25.7,37.0,2.0,28.0,5.0,2.0,0.71,0.9,0.0,,,12.0,2.5,
388,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CCyD Universidad Técnica de Cajamarca,2009946,2025-03-30,PER - Primera Division,139,2025/2025,128,1089,RM,Midfield,62.18,True,6895.0,110.88,1301.0,444.0,40.0,53.0,4.0,497.0,44.0,26.9,79.0,2.0,65.0,6.0,0.0,,,0.0,,,34.0,2.26,2.95
389,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,Asociación Deportiva Tarma v ADC Juan Pablo II College,2016925,2025-05-11,PER - Primera Division,139,2025/2025,128,1089,RM,Midfield,24.6,True,2678.0,108.86,431.0,106.0,11.0,25.0,1.0,131.0,12.0,28.1,29.0,2.0,27.0,3.0,0.0,,,0.0,,,12.0,2.57,3.5
390,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Universitario de Deportes,2017761,2025-05-18,PER - Primera Division,139,2025/2025,128,1089,AM,Midfield,65.87,True,8108.0,123.1,1504.0,291.0,29.0,22.0,2.0,313.0,31.0,24.9,87.0,3.0,87.0,10.0,1.0,0.81,,1.0,1.44,,38.0,2.27,2.75
391,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,Club Deportivo Garcilaso v ADC Juan Pablo II College,2018679,2025-05-25,PER - Primera Division,139,2025/2025,128,1089,AM,Midfield,65.05,True,7779.0,119.58,1176.0,344.0,32.0,60.0,4.0,404.0,36.0,27.7,87.0,2.0,77.0,10.0,2.0,0.91,,0.0,,,24.0,2.23,3.03
392,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Los Chankas CYC,2020875,2025-06-14,PER - Primera Division,139,2025/2025,128,1089,RM,Midfield,70.7,True,8923.0,126.21,1740.0,504.0,43.0,38.0,4.0,542.0,47.0,25.7,98.0,2.0,84.0,11.0,0.0,,,0.0,,,34.0,1.98,
393,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,CD Comerciantes Unidos v ADC Juan Pablo II College,2021577,2025-06-22,PER - Primera Division,139,2025/2025,128,1089,RDM,Midfield,48.08,True,5841.0,121.48,1023.0,223.0,22.0,42.0,3.0,265.0,25.0,26.8,65.0,1.0,61.0,3.0,1.0,1.0,1.0,0.0,,,21.0,2.48,3.1
394,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v FBC Melgar,2022077,2025-07-02,PER - Primera Division,139,2025/2025,128,1089,AM,Midfield,11.95,True,1714.0,143.43,395.0,112.0,10.0,38.0,2.0,150.0,12.0,29.0,18.0,2.0,18.0,2.0,0.0,,,0.0,,,6.0,2.7,3.46
395,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Social Deportivo Alianza Universidad,2022468,2025-07-13,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,30.22,True,3567.0,118.05,691.0,333.0,21.0,52.0,2.0,385.0,23.0,27.2,42.0,2.0,33.0,5.0,0.0,,,0.0,,,22.0,2.79,
396,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Sport Boys Association,2022873,2025-07-20,PER - Primera Division,139,2025/2025,128,1089,LDM,Midfield,17.42,True,2032.0,116.67,426.0,156.0,15.0,6.0,1.0,162.0,16.0,24.8,24.0,2.0,19.0,3.0,1.0,0.89,,0.0,,,10.0,2.18,
397,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,CCyD Universidad Técnica de Cajamarca v ADC Juan Pablo II College,2027535,2025-08-16,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,15.95,True,1810.0,113.48,394.0,117.0,8.0,12.0,1.0,129.0,9.0,26.1,19.0,2.0,14.0,3.0,1.0,0.77,,1.0,2.01,,8.0,2.34,2.97
398,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Cusco Fútbol Club,2030329,2025-08-22,PER - Primera Division,139,2025/2025,128,1089,LDM,Midfield,28.93,True,3750.0,129.61,759.0,298.0,25.0,27.0,2.0,325.0,27.0,26.5,38.0,1.0,31.0,8.0,1.0,0.96,,0.0,,,14.0,1.96,
399,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Sporting Cristal,2032496,2025-09-21,PER - Primera Division,139,2025/2025,128,1089,RM,Midfield,23.43,True,2870.0,122.48,573.0,198.0,14.0,8.0,0.0,206.0,14.0,24.7,28.0,1.0,21.0,4.0,0.0,,,0.0,,,12.0,2.87,3.33
400,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Deportivo Garcilaso,2036255,2025-10-13,PER - Primera Division,139,2025/2025,128,1089,AM,Midfield,8.33,True,1313.0,157.56,396.0,107.0,4.0,20.0,1.0,127.0,5.0,24.9,13.0,1.0,10.0,1.0,0.0,,,0.0,,,4.0,,
401,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,CD Los Chankas CYC v ADC Juan Pablo II College,2036909,2025-10-18,PER - Primera Division,139,2025/2025,128,1089,LW,Wide Attacker,61.78,True,7482.0,121.1,1193.0,435.0,38.0,52.0,5.0,487.0,43.0,25.6,80.0,4.0,69.0,11.0,2.0,0.88,0.88,0.0,,,28.0,2.49,3.54
402,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Atlético Grau,2041499,2025-11-08,PER - Primera Division,139,2025/2025,128,1089,AM,Midfield,67.48,True,8002.0,118.58,1341.0,412.0,39.0,72.0,3.0,484.0,42.0,27.1,91.0,3.0,83.0,9.0,1.0,0.98,0.98,0.0,,,30.0,1.95,2.8
403,Gustavo Romario Aliaga Romero,G. Aliaga,1002399,1991-02-04,ADC Juan Pablo II College,4582,Club Social Deportivo Alianza Universidad v ADC Juan Pablo II College,2044987,2025-11-23,PER - Primera Division,139,2025/2025,128,1089,CF,Center Forward,48.18,True,5808.0,120.54,833.0,205.0,20.0,23.0,2.0,228.0,22.0,25.1,69.0,2.0,58.0,6.0,1.0,1.09,,0.0,,,19.0,1.84,3.07
404,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,Sport Boys Association v ADC Juan Pablo II College,2006770,2025-02-09,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,92.73,True,10358.0,111.7,1463.0,427.0,46.0,158.0,8.0,585.0,54.0,27.2,112.0,7.0,94.0,26.0,4.0,0.71,,2.0,1.81,,41.0,2.1,2.55
405,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,Asociación Deportiva Tarma v ADC Juan Pablo II College,2016925,2025-05-11,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,54.8,True,5185.0,94.62,602.0,222.0,27.0,97.0,8.0,319.0,35.0,31.2,58.0,5.0,45.0,16.0,5.0,1.02,,2.0,1.83,,10.0,2.52,2.98
406,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Universitario de Deportes,2017761,2025-05-18,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,100.75,True,9793.0,97.2,1415.0,506.0,53.0,81.0,8.0,587.0,61.0,26.3,130.0,14.0,99.0,38.0,8.0,0.64,0.64,1.0,1.88,1.88,54.0,2.19,2.85
407,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,Club Deportivo Garcilaso v ADC Juan Pablo II College,2018679,2025-05-25,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,97.35,True,9535.0,97.95,933.0,428.0,41.0,123.0,9.0,551.0,50.0,28.6,108.0,6.0,90.0,18.0,0.0,,,0.0,,,29.0,2.75,
408,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v FBC Melgar,2022077,2025-07-02,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,7.4,True,900.0,121.62,115.0,56.0,4.0,55.0,1.0,111.0,5.0,29.8,14.0,2.0,10.0,3.0,2.0,0.76,,2.0,2.36,,5.0,,2.8
409,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,FBC Melgar v ADC Juan Pablo II College,2025375,2025-08-05,PER - Primera Division,139,2025/2025,128,1089,RWB,Full Back,34.27,True,3266.0,95.31,319.0,180.0,16.0,46.0,3.0,226.0,19.0,26.0,47.0,4.0,38.0,8.0,3.0,0.66,,0.0,,,15.0,3.29,3.1
410,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,CCyD Universidad Técnica de Cajamarca v ADC Juan Pablo II College,2027535,2025-08-16,PER - Primera Division,139,2025/2025,128,1089,RWB,Full Back,92.47,True,9343.0,101.04,1140.0,369.0,38.0,168.0,7.0,537.0,45.0,30.7,91.0,8.0,77.0,16.0,7.0,0.64,0.64,3.0,1.32,1.32,27.0,2.21,3.09
411,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Sport Huancayo,2027544,2025-02-16,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,56.37,True,5640.0,100.06,837.0,224.0,29.0,81.0,6.0,305.0,35.0,29.4,70.0,3.0,56.0,14.0,0.0,,,0.0,,,33.0,2.14,2.75
412,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Cusco Fútbol Club,2030329,2025-08-22,PER - Primera Division,139,2025/2025,128,1089,RB,Full Back,50.07,True,5445.0,108.75,747.0,260.0,27.0,81.0,5.0,341.0,32.0,29.6,59.0,3.0,49.0,10.0,2.0,0.74,,2.0,1.3,,20.0,2.24,2.85
413,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,Ayacucho FC v ADC Juan Pablo II College,2033040,2025-09-25,PER - Primera Division,139,2025/2025,128,1089,RWB,Full Back,104.28,True,11073.0,106.18,1245.0,472.0,46.0,278.0,11.0,750.0,57.0,29.3,111.0,9.0,99.0,23.0,5.0,0.98,0.98,0.0,,,20.0,2.56,2.87
414,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Asociación Deportiva Tarma,2034481,2025-09-30,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,28.8,True,3302.0,114.65,435.0,130.0,16.0,35.0,2.0,165.0,18.0,29.3,39.0,2.0,31.0,7.0,2.0,0.61,0.61,0.0,,,9.0,2.61,2.93
415,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Deportivo Garcilaso,2036255,2025-10-13,PER - Primera Division,139,2025/2025,128,1089,LB,Full Back,8.33,True,1024.0,122.88,197.0,91.0,10.0,32.0,2.0,123.0,12.0,26.3,14.0,2.0,12.0,3.0,0.0,,,0.0,,,3.0,2.48,
416,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,Club Universitario de Deportes v ADC Juan Pablo II College,2036762,2025-10-05,PER - Primera Division,139,2025/2025,128,1089,RWB,Full Back,71.37,True,8937.0,125.23,1534.0,452.0,38.0,188.0,8.0,640.0,46.0,27.7,91.0,4.0,80.0,13.0,4.0,1.05,,4.0,1.84,,38.0,2.51,2.81
417,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,CD Los Chankas CYC v ADC Juan Pablo II College,2036909,2025-10-18,PER - Primera Division,139,2025/2025,128,1089,RWB,Full Back,46.53,True,4790.0,102.94,607.0,298.0,30.0,171.0,9.0,469.0,39.0,30.6,55.0,5.0,51.0,13.0,5.0,0.67,0.69,3.0,1.18,1.28,11.0,,3.27
418,Josué Aaron Canova Silva,Josué Canova,1002400,2004-10-06,ADC Juan Pablo II College,4582,Club Social Deportivo Alianza Universidad v ADC Juan Pablo II College,2044987,2025-11-23,PER - Primera Division,139,2025/2025,128,1089,RWB,Full Back,51.32,True,4881.0,95.12,566.0,293.0,32.0,133.0,7.0,426.0,39.0,30.5,54.0,7.0,46.0,13.0,7.0,0.72,0.72,0.0,,,16.0,,
419,Juan Martín Peralta,M. Peralta,1004175,2003-09-27,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Alianza Atlético Sullana,2011683,2025-04-12,PER - Primera Division,139,2025/2025,128,1089,LCB,Central Defender,10.18,True,1096.0,107.63,108.0,49.0,7.0,39.0,2.0,88.0,9.0,30.9,15.0,2.0,13.0,3.0,2.0,0.74,0.74,2.0,1.35,1.35,6.0,,
420,Juan Martín Peralta,M. Peralta,1004175,2003-09-27,ADC Juan Pablo II College,4582,Club Deportivo Garcilaso v ADC Juan Pablo II College,2018679,2025-05-25,PER - Primera Division,139,2025/2025,128,1089,LCB,Central Defender,21.2,True,2012.0,94.91,200.0,88.0,12.0,21.0,2.0,109.0,14.0,27.4,22.0,1.0,16.0,4.0,0.0,,,0.0,,,11.0,2.14,
421,Juan Martín Peralta,M. Peralta,1004175,2003-09-27,ADC Juan Pablo II College,4582,CD Comerciantes Unidos v ADC Juan Pablo II College,2021577,2025-06-22,PER - Primera Division,139,2025/2025,128,1089,LCB,Central Defender,96.13,True,9374.0,97.51,1110.0,417.0,43.0,98.0,6.0,515.0,49.0,28.9,97.0,5.0,79.0,8.0,3.0,0.74,,2.0,1.42,,24.0,2.2,3.73
422,Juan Martín Peralta,M. Peralta,1004175,2003-09-27,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Social Deportivo Alianza Universidad,2022468,2025-07-13,PER - Primera Division,139,2025/2025,128,1089,RDM,Midfield,19.7,True,2071.0,105.13,433.0,123.0,11.0,32.0,1.0,155.0,12.0,24.2,25.0,1.0,19.0,3.0,0.0,,,0.0,,,12.0,2.46,3.07
423,Juan Martín Peralta,M. Peralta,1004175,2003-09-27,ADC Juan Pablo II College,4582,CD Sport Huancayo v ADC Juan Pablo II College,2023998,2025-07-25,PER - Primera Division,139,2025/2025,128,1089,RCB,Central Defender,51.48,True,4531.0,88.01,371.0,197.0,21.0,85.0,4.0,282.0,25.0,31.4,52.0,3.0,43.0,9.0,0.0,,,0.0,,,16.0,2.9,3.25
424,Juan Martín Peralta,M. Peralta,1004175,2003-09-27,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Alianza Lima,2024595,2025-08-01,PER - Primera Division,139,2025/2025,128,1089,RCB,Central Defender,22.65,True,2306.0,101.81,346.0,85.0,9.0,2.0,0.0,87.0,9.0,23.5,22.0,2.0,19.0,4.0,1.0,1.58,,0.0,,,12.0,2.86,3.25
425,Juan Martín Peralta,M. Peralta,1004175,2003-09-27,ADC Juan Pablo II College,4582,FBC Melgar v ADC Juan Pablo II College,2025375,2025-08-05,PER - Primera Division,139,2025/2025,128,1089,LCB,Central Defender,100.72,True,9912.0,98.41,1195.0,433.0,38.0,87.0,8.0,520.0,46.0,27.4,112.0,5.0,91.0,15.0,5.0,0.86,0.95,2.0,1.87,,33.0,1.66,
426,Juan Martín Peralta,M. Peralta,1004175,2003-09-27,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Deportivo Binacional,2026684,2025-08-10,PER - Primera Division,139,2025/2025,128,1089,RDM,Midfield,6.22,True,857.0,137.86,162.0,66.0,4.0,11.0,1.0,77.0,5.0,26.6,4.0,1.0,5.0,0.0,0.0,,,0.0,,,5.0,3.3,3.25
427,Juan Martín Peralta,M. Peralta,1004175,2003-09-27,ADC Juan Pablo II College,4582,CCyD Universidad Técnica de Cajamarca v ADC Juan Pablo II College,2027535,2025-08-16,PER - Primera Division,139,2025/2025,128,1089,LCB,Central Defender,97.02,True,9401.0,96.9,919.0,351.0,38.0,156.0,7.0,507.0,45.0,31.1,107.0,8.0,96.0,14.0,5.0,0.74,0.95,0.0,,,26.0,2.19,2.66
428,Juan Martín Peralta,M. Peralta,1004175,2003-09-27,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Cusco Fútbol Club,2030329,2025-08-22,PER - Primera Division,139,2025/2025,128,1089,RDM,Midfield,6.92,True,959.0,138.65,158.0,90.0,6.0,32.0,2.0,122.0,8.0,28.2,4.0,1.0,7.0,2.0,0.0,,,0.0,,,4.0,,
429,Juan Martín Peralta,M. Peralta,1004175,2003-09-27,ADC Juan Pablo II College,4582,Ayacucho FC v ADC Juan Pablo II College,2033040,2025-09-25,PER - Primera Division,139,2025/2025,128,1089,LCB,Central Defender,104.28,True,9420.0,90.33,984.0,406.0,39.0,118.0,7.0,524.0,46.0,29.4,118.0,7.0,92.0,16.0,6.0,0.71,0.76,2.0,1.43,1.43,18.0,2.91,2.78
430,Juan Martín Peralta,M. Peralta,1004175,2003-09-27,ADC Juan Pablo II College,4582,Club Universitario de Deportes v ADC Juan Pablo II College,2036762,2025-10-05,PER - Primera Division,139,2025/2025,128,1089,RCB,Central Defender,94.27,True,11191.0,118.72,1775.0,470.0,28.0,111.0,4.0,581.0,32.0,27.4,115.0,5.0,89.0,9.0,2.0,0.79,0.79,2.0,1.45,1.45,31.0,2.28,3.17
431,Juan Martín Peralta,M. Peralta,1004175,2003-09-27,ADC Juan Pablo II College,4582,CD Los Chankas CYC v ADC Juan Pablo II College,2036909,2025-10-18,PER - Primera Division,139,2025/2025,128,1089,LCB,Central Defender,100.08,True,9187.0,91.79,860.0,356.0,46.0,201.0,11.0,557.0,57.0,31.5,112.0,5.0,88.0,15.0,4.0,0.75,0.83,0.0,,,23.0,2.55,
432,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Sport Boys Association,2022873,2025-07-20,PER - Primera Division,139,2025/2025,128,1089,AM,Midfield,17.42,True,1965.0,112.82,365.0,92.0,9.0,36.0,1.0,128.0,10.0,28.5,24.0,1.0,18.0,5.0,1.0,1.0,1.0,0.0,,,11.0,2.64,2.73
433,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,CD Sport Huancayo v ADC Juan Pablo II College,2023998,2025-07-25,PER - Primera Division,139,2025/2025,128,1089,RM,Midfield,34.57,True,3346.0,96.8,498.0,151.0,10.0,6.0,1.0,157.0,11.0,23.8,42.0,1.0,38.0,4.0,1.0,0.81,,0.0,,,5.0,2.73,
434,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Alianza Lima,2024595,2025-08-01,PER - Primera Division,139,2025/2025,128,1089,LDM,Midfield,77.85,True,9121.0,117.16,1679.0,455.0,40.0,47.0,6.0,502.0,46.0,25.5,102.0,6.0,85.0,15.0,4.0,0.6,0.6,1.0,1.36,1.36,33.0,2.36,2.66
435,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,FBC Melgar v ADC Juan Pablo II College,2025375,2025-08-05,PER - Primera Division,139,2025/2025,128,1089,RM,Midfield,21.83,True,2457.0,112.53,395.0,177.0,13.0,10.0,2.0,187.0,15.0,25.2,30.0,1.0,26.0,3.0,0.0,,,0.0,,,12.0,,2.92
436,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Deportivo Binacional,2026684,2025-08-10,PER - Primera Division,139,2025/2025,128,1089,LDM,Midfield,62.03,True,8301.0,133.82,1500.0,286.0,29.0,60.0,4.0,346.0,33.0,27.5,71.0,3.0,63.0,10.0,2.0,0.92,0.92,0.0,,,20.0,2.38,2.9
437,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,CCyD Universidad Técnica de Cajamarca v ADC Juan Pablo II College,2027535,2025-08-16,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,70.7,True,8116.0,114.79,1234.0,552.0,48.0,123.0,8.0,675.0,56.0,27.2,74.0,6.0,65.0,12.0,6.0,0.78,1.06,0.0,,,43.0,2.08,3.04
438,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Cusco Fútbol Club,2030329,2025-08-22,PER - Primera Division,139,2025/2025,128,1089,AM,Midfield,99.32,True,12019.0,121.02,1751.0,486.0,50.0,99.0,8.0,585.0,58.0,26.9,117.0,5.0,99.0,16.0,3.0,0.77,0.77,1.0,1.29,,41.0,1.98,3.09
439,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Sporting Cristal,2032496,2025-09-21,PER - Primera Division,139,2025/2025,128,1089,LM,Midfield,48.12,True,6021.0,125.13,1095.0,363.0,32.0,45.0,3.0,408.0,35.0,25.8,60.0,3.0,49.0,12.0,3.0,0.98,0.98,0.0,,,28.0,2.39,3.03
440,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,Ayacucho FC v ADC Juan Pablo II College,2033040,2025-09-25,PER - Primera Division,139,2025/2025,128,1089,LM,Midfield,104.28,True,11633.0,111.55,1804.0,598.0,49.0,90.0,3.0,688.0,52.0,28.0,106.0,3.0,88.0,12.0,1.0,0.73,1.15,0.0,,,44.0,2.35,3.09
441,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Asociación Deportiva Tarma,2034481,2025-09-30,PER - Primera Division,139,2025/2025,128,1089,AM,Midfield,98.67,True,12414.0,125.82,2051.0,833.0,72.0,72.0,10.0,905.0,82.0,25.9,111.0,4.0,98.0,16.0,2.0,1.07,1.23,0.0,,,66.0,2.2,3.07
442,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Deportivo Garcilaso,2036255,2025-10-13,PER - Primera Division,139,2025/2025,128,1089,LDM,Midfield,79.68,True,9392.0,117.87,1483.0,476.0,40.0,63.0,5.0,539.0,45.0,26.0,90.0,3.0,87.0,12.0,3.0,1.23,1.82,0.0,,,29.0,2.08,3.12
443,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,Club Universitario de Deportes v ADC Juan Pablo II College,2036762,2025-10-05,PER - Primera Division,139,2025/2025,128,1089,LM,Midfield,83.27,True,9705.0,116.55,1471.0,654.0,55.0,295.0,11.0,949.0,66.0,30.8,94.0,5.0,72.0,14.0,4.0,0.86,0.92,2.0,1.42,,39.0,1.73,2.7
444,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,CD Los Chankas CYC v ADC Juan Pablo II College,2036909,2025-10-18,PER - Primera Division,139,2025/2025,128,1089,LM,Midfield,38.3,True,3771.0,98.46,541.0,143.0,18.0,60.0,2.0,203.0,20.0,29.0,37.0,1.0,30.0,4.0,0.0,,,0.0,,,17.0,2.67,
445,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v CD Comerciantes Unidos,2038400,2025-10-24,PER - Primera Division,139,2025/2025,128,1089,LM,Midfield,59.2,True,7343.0,124.04,1301.0,405.0,34.0,40.0,4.0,445.0,38.0,26.3,71.0,2.0,64.0,10.0,0.0,,,0.0,,,31.0,2.48,2.88
446,Cristian Ezequiel Ramírez,C. Ramírez,1018458,1995-03-29,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Club Atlético Grau,2041499,2025-11-08,PER - Primera Division,139,2025/2025,128,1089,LDM,Midfield,20.53,True,2481.0,120.83,419.0,125.0,12.0,44.0,3.0,169.0,15.0,27.0,23.0,2.0,17.0,4.0,2.0,0.71,0.71,0.0,,,14.0,2.2,2.68
447,Jonathan  Juliano Garcia Cespedes,J.  Juliano Garcia Cespedes,1023742,2009-08-27,ADC Juan Pablo II College,4582,ADC Juan Pablo II College v Cusco Fútbol Club,2030329,2025-08-22,PER - Primera Division,139,2025/2025,128,1089,RW,Wide Attacker,15.22,True,1981.0,130.19,293.0,150.0,13.0,49.0,3.0,199.0,16.0,27.8,15.0,1.0,14.0,3.0,0.0,,,0.0,,,7.0,,3.53
